study,case,h,eta,seed,arm,status,censored,failure_step,failure_message,B0,B1,E2,K_modes,K_tightened,Linf_rel,delta_nom,delta_real,eps_abs,forward_residual,gate_eps_floor,gate_tightened,mass_change_rel,mass_error_rel,mass_reconstruction,max_abs_score,min_raw_density,min_reconstruction,min_regularized_denominator,negative_fraction,negative_mass_removed,tightened_max_change,tv_reconstruction,tv_reference
noise_paired,C1,0.028,0.001,2,R,completed,False,,,2.349564654287774e-14,6.861452428299307e-12,0.4218085413412309,91,98,0.5930226455720665,0.001193019720799108,0.001191539942296475,1.0000835950787214e-08,0.015946945320064763,True,True,0.0,2.220260446403514e-16,1.0000835950787217,53.57111624655107,0.09569429811672414,0.09484690717820499,0.09569430811756009,0.0,0.0,5.760728309540183e-15,18.38477092475381,2.9999151839096183
noise_paired,C1,0.04,0.001,2,R,completed,False,,,2.8200144836729406e-14,5.7200521243710835e-12,0.04390686985374813,63,68,0.06378040380690912,0.001193019720799108,0.001191539942296475,1.0000835950787214e-08,0.01813617058217784,True,True,0.0,0.0,1.0000835950787215,4.895429343585746,0.5809414697301247,0.5806582432472358,0.5809414797309607,0.0,0.0,2.65143957691993e-16,2.582354541087217,2.9999151839096183
noise_paired,C1,0.005,0.001,2,P,completed,False,,,1.516723616761834e-13,2.4749917782516137e-10,0.8319896123150121,511,547,1.7266800362544314,0.001193019720799108,0.001191539942296475,1.0000835950787214e-08,0.0824300666643901,True,True,0.0,2.220260446403514e-16,1.0000835950787212,339.0245396260809,0.18179241521929612,0.0009401975482172809,0.18179242522013206,0.0,0.0,1.1226770643854707e-10,149.8960359057254,2.9999151839096183
noise_paired,C1,0.007,0.001,2,P,completed,False,,,1.0545458016729134e-13,1.2296249131875853e-10,0.7631266166376901,365,391,1.479116076787393,0.001193019720799108,0.001191539942296475,1.0000835950787214e-08,0.08243417012549738,True,True,0.0,2.220260446403514e-16,1.0000835950787212,273.2149607468009,0.11798289044826304,0.001420488844249057,0.117982900449099,0.0,0.0,3.10375201548805e-12,104.50833248662204,2.9999151839096183
noise_paired,C1,0.01,0.001,2,P,completed,False,,,8.055564471446351e-14,6.566516501404449e-11,0.667024657787877,255,273,1.3092730304036135,0.001193019720799108,0.001191539942296475,1.0000835950787214e-08,0.07872645815089843,True,True,0.0,2.220260446403514e-16,1.0000835950787212,158.2749759768715,0.16868214493821876,0.030748392923378054,0.1686821549390547,0.0,0.0,7.409584615127098e-11,71.20547564795352,2.9999151839096183
noise_paired,C1,0.014,0.001,2,P,completed,False,,,5.732273115120646e-14,3.337809173553087e-11,0.7462766972329249,182,195,1.6058576832138312,0.001193019720799108,0.001191539942296475,1.0000835950787214e-08,0.0654977240668801,True,True,0.0,2.220260446403514e-16,1.0000835950787217,113.61198718854597,0.21488066028173158,0.005784602656443205,0.21488067028256752,0.0,0.0,4.664241720602786e-12,51.59593859856835,2.9999151839096183
noise_paired,C1,0.02,0.001,2,P,completed,False,,,4.528127453117426e-14,1.842395925084947e-11,0.540313126963771,127,136,0.7988237243669203,0.001193019720799108,0.001191539942296475,1.0000835950787214e-08,0.05397320585161288,True,True,0.0,0.0,1.0000835950787215,77.75030459296038,0.1674542957629941,0.0677643970608911,0.16745430576383002,0.0,0.0,8.46120185375227e-12,33.0483175182172,2.9999151839096183
noise_paired,C1,0.028,0.001,2,P,completed,False,,,2.349564654287774e-14,6.861452428299307e-12,0.4218085413412309,91,98,0.5930226455720665,0.001193019720799108,0.001191539942296475,1.0000835950787214e-08,0.015946945320064763,True,True,0.0,2.220260446403514e-16,1.0000835950787217,53.57111624655107,0.09569429811672414,0.09484690717820499,0.09569430811756009,0.0,0.0,5.760728309540183e-15,18.38477092475381,2.9999151839096183
noise_paired,C1,0.04,0.001,2,P,completed,False,,,2.8200144836729406e-14,5.7200521243710835e-12,0.04390686985374813,63,68,0.06378040380690912,0.001193019720799108,0.001191539942296475,1.0000835950787214e-08,0.01813617058217784,True,True,0.0,0.0,1.0000835950787215,4.895429343585746,0.5809414697301247,0.5806582432472358,0.5809414797309607,0.0,0.0,2.65143957691993e-16,2.582354541087217,2.9999151839096183
noise_paired,C1,0.005,0.001,3,R,completed,False,,,1.5166400896245844e-13,2.4748554785489725e-10,0.8207611525236216,511,547,1.6389620305158183,0.0011931011975382004,0.0011603031456984278,1.0000285197052097e-08,0.08235017774478662,True,True,0.0,2.2203827245895551e-16,1.00002851970521,341.47969807867435,0.19395542700912016,0.0038907496446668466,0.19395543700940535,0.0,0.0,4.7106462966394865e-12,146.86082820345683,2.9999151839096183
